absolute_path	component	baseline_lineage	cumulative_pending_review_delta	cumulative_disposition	artifact_kind	current_state	validity_decision	execution_evidence
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/mixed-sub-team-member-handle.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/mixed-team-manager.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/send-message-to-tool-argument-parser.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/task-delegation-service.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/task-delegation-target-mapper.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/team-logical-placement-resolver.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/team-manager-member-interrupt.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-team-execution/team-member-delivery-coordinator.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-tools/task-delegation/task-delegation-autobyteus-context.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-tools/task-delegation/task-delegation-runtime-descriptions.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/agent-tools/team-communication/send-message-to.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/migrate-native-working-context-snapshots-v5-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/raw-trace-active-file-name-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/remove-external-runtime-working-context-snapshots-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/team-communication-projection-address-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/team-run-history-index-v2-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/token-usage-canonical-execution-address-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/token-usage-execution-address-backfill-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	absent as approved	Stale / Removed — canonical replacement remains authoritative	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/removed-authority-audit-final.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/app-data-migrations/token-usage-legacy-path-columns-drop-migration.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/application-bundles/file-application-bundle-provider.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/application-engine/application-backend-definition-loader.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/application-engine/application-engine-host-service.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/run-history/projection/codex-run-view-projection-provider.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/server-runtime-app-data-migration-gate.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Still Valid / Revalidated — current integrated contract	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-server-ts/tests/unit/services/agent-streaming/agent-team-stream-handler.test.ts	server	API-REV-016 cumulative maintained inventory	no	Retained from API-REV-016	durable test	present	Replace / Rewrite resolved — exact full TeamExecutionAddress send/approval/interrupt plus cadence/coalescing	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-016/current-server-selection-final-rerun.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-web/components/workspace/team/__tests__/TeamDelegatedTasksSection.current-contract.spec.ts	web	Added or replaced by API-REV-018 after API-REV-017 failure	yes	Added	durable test	present	Current task count/details/status plus active/awaiting/accepted restore and cleanup UI boundary	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-019/repository/web-current-affected-final.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-web/services/agentStreaming/__tests__/TeamStreamingService.execution-address.spec.ts	web	API-REV-016 cumulative maintained inventory	yes	Updated	durable test	present	Needs Update resolved — current rootTeam fixture plus exact execution-address behavior	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-019/repository/web-current-affected-final.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-web/services/agentStreaming/__tests__/currentTaskExecutionFixture.ts	web	Added or replaced by API-REV-018 after API-REV-017 failure	yes	Added	shared fixture	present	Shared current exact four-field task execution fixture	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-019/repository/web-current-affected-final.log
/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/autobyteus-web/services/agentStreaming/__tests__/teamTaskExecutionEventRouter.spec.ts	web	Added or replaced by API-REV-018 after API-REV-017 failure	yes	Updated	durable test	present	Replace stale route/path fixture — current event materialization, exact nested identities and cleanup	/Users/normy/autobyteus_org/autobyteus-worktrees/agent-team-hierarchical-handoffs/tickets/in-progress/agent-team-hierarchical-handoffs/api-e2e-evidence-sr015/api-rev-019/repository/web-current-affected-final.log
